Brand,ModelYear,EngineSize,Horsepower,Mileage,FuelType,Transmission,Seats,OwnerCount,Price
Hyundai,2011,1703,149.0,17.0,Diesel,Automatic,7,2,76541.85733739813
Kia,2021,2782,361.0,26.5,CNG,Automatic,4,3,56422.14028014103
Maruti,2010,1926,216.0,23.1,Diesel,Automatic,6,0,77278.08449227622
Hyundai,2016,1019,311.0,20.1,Petrol,Manual,7,3,74322.26985776365
Audi,2009,1597,303.0,15.8,Diesel,Manual,6,3,65821.63030178157
Honda,2017,855,304.0,21.0,CNG,Automatic,5,2,73350.46771914292
Hyundai,2014,3006,312.0,10.6,CNG,Manual,6,1,100350.67704446554
Toyota,2020,871,61.0,14.2,CNG,Manual,5,3,48924.94120006982
Ford,2015,1902,278.0,22.3,Petrol,Automatic,7,2,64170.591439406235
Toyota,2007,3246,209.0,15.1,Petrol,Automatic,7,0,57336.18169835908
BMW,2009,2572,161.0,20.2,Diesel,Manual,6,1,63716.167499961964
Ford,2010,2942,251.0,14.3,Diesel,Manual,5,1,73522.92330891675
BMW,2011,843,341.0,9.8,Diesel,Automatic,7,1,87392.43630456881
Kia,2007,950,105.0,16.8,CNG,Automatic,4,1,68006.72610716778
Honda,2022,2989,292.0,19.0,CNG,Automatic,7,3,86609.44617801782
Ford,2016,3940,302.0,17.4,,Automatic,7,1,76352.73867992879
Ford,2015,1394,66.0,22.0,Diesel,Manual,6,1,38143.77483532572
Toyota,2000,3398,175.0,16.7,Diesel,Automatic,6,2,65775.8644203
Maruti,2021,3631,279.0,13.7,CNG,Manual,4,3,79930.22434538923
Audi,2015,2421,273.0,20.5,Diesel,Manual,6,1,70804.77810051982
Maruti,2012,2913,238.0,26.8,Petrol,Manual,4,0,71850.51531168792
Hyundai,2014,3884,231.0,21.1,Diesel,Manual,7,0,73288.96406240824
Honda,2000,1969,372.0,21.1,Petrol,Automatic,7,2,55661.478086350704
Ford,2012,2933,190.0,17.3,Petrol,Automatic,5,2,63969.2501731145
Toyota,2007,1858,152.0,22.0,Diesel,Manual,5,1,53457.6992407611
Kia,2002,3324,166.0,18.0,Diesel,Manual,5,2,76588.97356205963
Ford,2022,3317,324.0,,Petrol,Manual,5,0,87362.87504933178
Ford,2006,1549,158.0,13.2,Petrol,Manual,6,0,69845.54832854938
Ford,2023,1909,,23.6,Diesel,Manual,6,3,59016.823462531946
Maruti,2019,1295,169.0,9.5,CNG,Manual,4,3,82359.77561385433
Kia,2020,3312,249.0,21.8,Petrol,Automatic,7,0,94074.69816038545
Audi,2000,3526,266.0,20.8,Petrol,Automatic,6,3,63707.25439524702
Hyundai,2004,3433,199.0,21.2,Diesel,Automatic,5,0,66556.12609989705
Ford,2010,2493,53.0,22.4,Petrol,Manual,7,1,27951.17526921744
Audi,2002,1739,156.0,18.5,CNG,Manual,4,3,50904.71736409741
BMW,2007,3647,274.0,17.2,Diesel,Manual,4,0,71835.94783750676
Ford,2015,1585,381.0,23.0,Diesel,Automatic,6,1,86538.47402813053
Kia,2003,2395,375.0,21.6,CNG,Automatic,4,3,77308.54981121849
Kia,2020,1981,233.0,21.0,Petrol,Manual,7,0,82635.21364750247
Audi,2013,1881,263.0,22.8,Diesel,Manual,6,0,66533.49145839189
Toyota,2012,939,104.0,18.5,Petrol,Manual,5,2,60436.64714854609
Audi,2001,1599,94.0,21.6,Diesel,Manual,6,3,44251.69790470469
Audi,2017,2881,174.0,18.9,Diesel,Automatic,5,3,74453.03018852821
Honda,2016,1137,343.0,14.8,CNG,Automatic,6,2,87342.54128159228
Ford,2016,3365,321.0,20.5,Diesel,Automatic,4,2,73770.37751881657
Hyundai,2000,2450,353.0,23.5,Petrol,Automatic,7,0,79958.49295248961
Maruti,2002,880,167.0,21.5,CNG,Automatic,6,2,66672.05893385093
BMW,2021,827,293.0,24.9,Petrol,Automatic,6,2,67275.30295319951
Honda,2016,2659,85.0,14.7,CNG,Manual,5,2,60139.834692480086
Audi,2008,2980,166.0,17.0,Diesel,Manual,6,1,63248.54009985084
BMW,2014,2110,315.0,16.7,Diesel,Manual,6,2,72164.76865641342
Maruti,2016,2872,55.0,17.4,Diesel,Manual,7,1,64720.89029508428
Kia,2010,1865,393.0,18.4,Petrol,Automatic,6,3,92960.72935691159
Ford,2020,3655,,16.9,Petrol,Manual,5,1,71019.40004664335
Ford,2001,2127,210.0,24.3,CNG,Manual,7,0,40268.163064232256
Ford,2013,3916,283.0,,,Manual,7,1,91967.90136914275
BMW,2000,2497,176.0,18.6,Petrol,Automatic,6,2,71708.19410603336
BMW,2000,2763,129.0,22.9,Diesel,Manual,7,3,54762.33428590047
Honda,2005,1805,131.0,,CNG,Manual,4,2,47661.744424295815
Hyundai,2002,3990,350.0,13.7,Diesel,Manual,7,0,83846.39900485269
Hyundai,2015,2018,158.0,24.1,Diesel,Automatic,5,3,44291.10225391662
Toyota,2013,2454,249.0,17.3,Diesel,Automatic,6,3,63146.07607761916
Ford,2020,1485,56.0,15.9,Diesel,Manual,7,1,40105.212937939956
Hyundai,2016,1239,385.0,22.2,CNG,Manual,6,2,80574.30656819868
Maruti,2006,2223,399.0,11.9,Diesel,Manual,6,1,95975.8786795685
BMW,2001,2362,373.0,22.2,Diesel,Manual,6,0,86890.8520502763
Audi,2021,2920,204.0,20.4,CNG,Automatic,4,0,61213.858316780235
Audi,2004,2237,66.0,20.0,Diesel,Manual,7,2,34625.06042487646
Hyundai,2001,2203,54.0,19.8,Diesel,Manual,5,0,49517.28839808503
BMW,2004,3201,231.0,15.2,Diesel,Manual,4,2,65482.972701094826
BMW,2000,1261,300.0,18.2,Diesel,Manual,4,0,81918.10825709239
Hyundai,2015,2617,269.0,15.1,CNG,Automatic,4,0,92905.94552023362
Honda,2005,1769,57.0,14.1,,Manual,4,0,53732.18243170116
Toyota,2008,1559,222.0,19.0,Diesel,Automatic,4,0,69258.78878857581
Hyundai,2022,2229,130.0,21.4,Petrol,Manual,5,0,56507.71767101402
Honda,2016,3048,86.0,19.6,,Automatic,7,3,43520.45748781765
Maruti,2016,1071,396.0,11.8,CNG,Automatic,6,0,97490.27727128466
Ford,2019,3993,243.0,13.8,Diesel,Manual,6,1,68770.98843384226
Honda,2021,3563,52.0,21.7,CNG,Manual,7,3,45684.197034722885
Hyundai,2007,2528,261.0,10.3,CNG,Manual,6,2,74672.30872616844
Ford,2009,1516,305.0,16.1,CNG,Automatic,4,2,65491.1422227016
Kia,2019,1957,208.0,14.2,Diesel,Automatic,4,3,82605.27541463159
Hyundai,2000,2886,88.0,,Diesel,Automatic,5,0,47197.26474719864
Ford,2016,2856,225.0,18.6,,Automatic,6,0,61379.69122011938
Ford,2015,2977,272.0,18.0,CNG,Automatic,4,1,105651.72191792674
Honda,2020,3239,192.0,25.9,Diesel,Manual,4,0,50186.13515956988
Audi,2009,2279,84.0,23.3,Petrol,Automatic,6,0,39973.79646539921
Ford,2017,3939,279.0,21.3,Diesel,Automatic,5,1,72761.31138449487
Ford,2003,2956,181.0,17.4,Petrol,Manual,7,1,44929.90190113067
BMW,2023,2997,206.0,25.0,Diesel,Manual,6,1,54884.220634027726
Toyota,2007,1042,90.0,20.8,Petrol,Automatic,6,3,43040.31212394001
Ford,2013,3569,240.0,8.2,CNG,Automatic,7,0,62790.11742897598
Hyundai,2018,1532,232.0,24.0,,Automatic,6,1,54498.065160689635
Kia,2004,903,178.0,15.9,Petrol,Automatic,4,1,62017.07021996247
Maruti,2020,1684,360.0,22.1,Petrol,Manual,5,2,86201.49582325583
BMW,2003,2508,85.0,13.3,Diesel,Automatic,7,0,44053.37543620658
BMW,2009,3130,81.0,15.4,,Automatic,5,1,65316.75216108444
Honda,2014,2395,95.0,16.3,Petrol,Manual,6,3,48848.45705352921
Toyota,2017,3718,386.0,16.0,CNG,Automatic,5,2,76275.90431449859
BMW,2021,1784,67.0,14.2,Diesel,Automatic,4,0,51341.49661420935
Hyundai,2014,914,206.0,18.5,CNG,Automatic,5,1,56740.82748606392
Toyota,2020,2356,154.0,19.7,Diesel,Automatic,5,1,82130.03015048643
BMW,2009,1817,73.0,18.0,Diesel,Manual,4,3,36390.70373162282
Ford,2005,2766,283.0,12.7,CNG,Automatic,4,3,83315.12541640947
Honda,2024,3538,205.0,17.3,CNG,Automatic,6,1,63657.57650258316
Toyota,2003,968,264.0,17.5,Diesel,Automatic,6,2,63555.59176347855
BMW,2002,1715,161.0,20.0,Diesel,Automatic,4,2,69337.10763494483
Maruti,2000,2828,177.0,16.7,Petrol,Manual,4,3,53423.84115857644
Hyundai,2002,2640,353.0,13.7,Petrol,Automatic,7,1,71686.19014402188
Kia,2000,902,386.0,23.5,Diesel,Automatic,7,3,98597.34412748175
Maruti,2015,3740,349.0,14.3,CNG,Automatic,4,0,80811.20595212292
Ford,2021,1580,383.0,13.2,CNG,Automatic,6,1,89265.27608323723
BMW,2007,3136,309.0,16.2,Diesel,Automatic,7,0,74291.0174826873
Toyota,2003,3903,395.0,18.6,Petrol,Automatic,7,0,102379.11306560028
Maruti,2007,3706,314.0,18.4,CNG,Manual,6,2,67200.40174909554
Hyundai,2022,1369,194.0,18.4,CNG,Manual,4,3,69283.77310605707
Hyundai,2020,3536,319.0,16.4,Petrol,Automatic,6,2,77277.11222874759
Maruti,2014,2431,399.0,13.1,Petrol,Manual,4,0,74723.69884018535
Honda,2012,3003,81.0,13.6,CNG,Manual,4,3,52824.27447893639
Kia,2004,919,236.0,15.9,Petrol,Manual,5,2,73336.34868978494
BMW,2008,2300,156.0,14.5,Diesel,Automatic,5,0,54797.61627907286
Hyundai,2014,2748,76.0,25.4,Diesel,Manual,7,0,48344.34047921656
Toyota,2019,2503,237.0,23.6,Petrol,Manual,5,1,68444.25161729031
Audi,2013,3565,371.0,14.2,CNG,Manual,4,2,92794.42866279377
Honda,2024,1647,218.0,16.1,Petrol,Manual,4,3,72195.61024031552
Ford,2021,2650,50.0,23.6,Diesel,Manual,4,0,44633.588623152296
Toyota,2015,2996,140.0,13.5,CNG,Automatic,4,2,72694.14260895934
Maruti,2004,880,124.0,16.3,CNG,Automatic,4,3,46861.43948583413
Kia,2019,1443,116.0,7.9,Petrol,Automatic,5,3,59501.32793280694
BMW,2007,1783,50.0,14.1,Petrol,Automatic,7,2,59895.919650068114
Hyundai,2017,1962,283.0,14.5,Diesel,Manual,7,0,92388.06567981798
Honda,2023,1542,129.0,24.3,Diesel,Automatic,7,0,58468.0479979378
Ford,2003,1612,200.0,18.7,CNG,Manual,6,1,43913.22766192038
BMW,2003,3645,302.0,12.3,Diesel,Manual,4,2,87046.7648808039
Kia,2014,3010,126.0,20.5,Petrol,Automatic,4,3,63202.87211258075
Maruti,2015,2157,293.0,16.2,Diesel,Manual,5,1,67741.74859235756
Honda,2016,2079,196.0,23.2,CNG,Automatic,4,0,54688.669961497464
Kia,2020,2355,227.0,16.0,,Manual,4,1,71786.21436570171
Kia,2007,2366,52.0,18.4,CNG,Automatic,4,0,33425.83623244669
Hyundai,2024,3351,113.0,20.7,Diesel,Automatic,6,1,75000.31688273758
Maruti,2019,3066,232.0,18.1,Petrol,Automatic,6,0,69822.0031718322
Ford,2024,1747,286.0,22.4,Diesel,Manual,7,3,76319.60782685151
Maruti,2016,1715,215.0,17.4,Petrol,Automatic,5,2,59090.05889687746
Audi,2009,1661,385.0,17.8,Petrol,Automatic,5,3,78700.69306308185
Toyota,2011,1378,126.0,17.6,Diesel,Manual,4,1,58914.27146611475
Hyundai,2005,2631,164.0,18.3,Petrol,Automatic,6,1,60572.498591607655
Audi,2020,3418,238.0,22.8,,Manual,5,3,89758.36525017914
Kia,2024,1382,349.0,20.6,Diesel,Manual,4,1,86096.7687371383
BMW,2014,3290,131.0,19.2,Diesel,Manual,7,3,62867.945139979995
Ford,2022,2030,330.0,21.4,Diesel,Automatic,7,2,91239.20038191348
Audi,2000,1784,347.0,18.5,Petrol,Manual,5,3,68877.12626347577
Toyota,2021,2767,282.0,8.9,Diesel,Automatic,7,0,98928.06162607245
Hyundai,2009,935,,14.9,CNG,Manual,5,0,60008.03847126733
Maruti,2008,1177,280.0,14.5,CNG,Automatic,5,2,68280.96645926303
Audi,2001,3505,373.0,25.0,Diesel,Automatic,6,3,80310.58566102045
Toyota,2018,1915,399.0,20.3,Diesel,Automatic,7,1,86974.94988422953
Audi,2017,2553,131.0,19.8,Diesel,Manual,7,3,53487.14997812785
Hyundai,2001,984,124.0,22.8,CNG,Automatic,5,2,47378.608834653336
Audi,2017,3864,192.0,14.5,CNG,Manual,4,3,60913.64109037744
Audi,2021,3978,363.0,14.8,Diesel,Automatic,4,2,88247.216359123
Kia,2014,1875,225.0,20.8,CNG,Automatic,6,0,51330.98217153479
Toyota,2017,3152,359.0,19.2,Diesel,Automatic,7,0,80203.65646439741
BMW,2009,2767,189.0,21.7,Petrol,Automatic,6,3,45357.95653522101
Hyundai,2000,2062,261.0,11.7,Diesel,Automatic,7,3,69947.80011927907
Ford,2006,3727,269.0,18.2,Diesel,Manual,4,2,77651.71972878953
Audi,2014,885,72.0,19.7,Diesel,Automatic,5,0,56138.502422165686
Hyundai,2014,1843,115.0,13.5,CNG,Manual,6,3,56296.044311871345
Honda,2016,2340,118.0,19.3,Diesel,Automatic,6,2,58650.207404705034
Kia,2005,2687,307.0,10.3,Diesel,Automatic,7,0,86458.48948215577
Hyundai,2008,1515,371.0,,Petrol,Automatic,6,3,69522.90567291895
Maruti,2006,1839,297.0,20.7,CNG,Automatic,7,0,74345.62662670217
Maruti,2001,1162,273.0,12.6,Petrol,Manual,4,0,73634.64122545582
Hyundai,2008,3096,89.0,14.1,CNG,Automatic,4,0,38081.480801398895
Audi,2017,934,172.0,22.1,Petrol,Automatic,5,3,53856.609715547704
Honda,2021,3540,84.0,13.5,CNG,Manual,7,0,73671.69784025321
Maruti,2015,1865,169.0,13.7,Diesel,Automatic,6,2,67423.51429728483
Audi,2012,1057,361.0,14.7,CNG,Automatic,5,2,86118.47606743121
Honda,2011,2749,257.0,18.9,Diesel,Manual,5,3,68090.52325783693
Ford,2005,1089,207.0,17.5,Petrol,Automatic,4,3,36442.35594537276
BMW,2009,2514,375.0,11.4,CNG,Manual,6,1,99891.08881297486
Maruti,2000,1522,139.0,21.5,Diesel,Automatic,6,3,50394.84228376321
Honda,2016,3020,273.0,15.4,Petrol,Manual,7,2,74890.64956682577
Toyota,2003,3998,51.0,18.0,CNG,Manual,5,2,40954.39227992996
BMW,2016,1811,334.0,22.2,,Manual,5,1,58645.62227826104
Toyota,2010,2966,151.0,21.3,Diesel,Automatic,7,2,69970.4856960594
Kia,2008,3665,201.0,8.3,Diesel,Automatic,7,0,76159.87515079917
Maruti,2002,2176,292.0,23.7,Petrol,Manual,6,2,63188.70715390032
Kia,2003,2407,70.0,15.8,CNG,Automatic,5,2,50830.92282381107
Audi,2011,1315,198.0,20.9,CNG,Manual,5,1,69462.06272569636
Audi,2020,1707,195.0,15.6,Petrol,Automatic,6,2,49620.42714344184
Maruti,2023,3152,174.0,15.4,Diesel,Automatic,4,2,75281.59691180855
Maruti,2014,1013,197.0,25.6,CNG,Manual,4,1,62333.237771261134
Kia,2010,1938,181.0,19.4,CNG,Automatic,7,0,71917.43992174315
BMW,2012,2880,354.0,20.8,CNG,Manual,6,2,72950.46514808937
Hyundai,2015,1138,376.0,17.5,Petrol,Automatic,6,1,90300.54366462644
Hyundai,2011,1283,346.0,32.0,Diesel,Manual,6,1,71660.44450609355
Toyota,2015,1470,255.0,18.4,Petrol,Manual,6,2,80323.70384222237
Honda,2013,3561,281.0,24.1,CNG,Automatic,6,2,62152.6953878066
Ford,2018,3312,384.0,16.8,Petrol,Automatic,6,0,109962.89023246427
BMW,2017,1398,75.0,18.5,Petrol,Automatic,6,0,21048.77658052583
Audi,2004,1881,81.0,12.5,Petrol,Automatic,4,0,54476.12260324147
Audi,2001,3512,192.0,14.3,Petrol,Manual,5,1,74610.33219361326
Honda,2021,2834,287.0,18.1,Diesel,Manual,7,1,81301.9461801076
BMW,2003,1603,240.0,13.3,Petrol,Automatic,5,3,68196.5119246247
Ford,2009,1007,55.0,16.4,CNG,Manual,5,3,40269.188715374476
Honda,2021,3973,233.0,16.2,Petrol,Manual,5,2,83035.76460490836
Kia,2017,2771,230.0,15.4,Petrol,Automatic,4,0,78444.21257080449
BMW,2005,1368,151.0,,Diesel,Automatic,6,1,70333.6873520531
Audi,2015,2720,199.0,16.9,Diesel,Manual,7,2,74805.00182933264
Toyota,2002,3666,244.0,20.8,Petrol,Automatic,5,2,67593.78170241627
Ford,2005,2015,160.0,22.4,Petrol,Manual,7,0,48695.72783906328
Kia,2012,1438,394.0,22.1,CNG,Automatic,4,1,82631.11643403956
Maruti,2009,961,157.0,,Diesel,Automatic,4,3,61361.39872386398
Hyundai,2024,1751,284.0,15.9,CNG,Manual,6,3,67103.19930132093
Hyundai,2008,3368,203.0,25.8,CNG,Automatic,6,3,55478.179629197206
Kia,2015,2087,83.0,20.2,Diesel,Manual,7,1,40996.44455229326
Audi,2014,1053,169.0,,CNG,Manual,4,0,59784.85266967997
Toyota,2019,1011,331.0,18.2,CNG,Automatic,7,2,94671.17145220365
Honda,2001,2237,311.0,,Diesel,Automatic,6,1,76296.29491721788
Maruti,2009,3958,130.0,12.3,CNG,Automatic,5,1,52605.7751948552
Maruti,2019,2073,228.0,22.9,Diesel,Automatic,5,3,60318.01374237055
Kia,2007,849,297.0,19.2,,Manual,4,0,67596.01796646442
Maruti,2004,2996,191.0,22.5,Diesel,Automatic,7,2,69643.96479500478
Hyundai,2006,3962,170.0,15.7,CNG,Automatic,7,1,46376.18191591765
Hyundai,2001,2778,,,Petrol,Manual,7,2,48083.958657715964
Maruti,2008,2047,258.0,20.6,Diesel,Manual,7,3,64448.037543823746
Audi,2016,1067,189.0,14.2,Diesel,Manual,7,0,55111.09650202206
Audi,2019,2819,307.0,22.0,Petrol,Automatic,6,0,79505.64936558926
Hyundai,2018,876,,18.0,Diesel,Manual,6,3,70627.78335679349
Kia,2012,2400,379.0,19.2,Petrol,Manual,5,3,83707.20810362654
Maruti,2019,3535,383.0,18.4,Diesel,Manual,7,0,89204.21898419266
BMW,2023,2210,260.0,13.1,Diesel,Manual,4,0,85062.35465396644
Kia,2013,932,272.0,25.5,CNG,Manual,5,2,66636.85204770754
Audi,2001,1585,343.0,14.7,CNG,Automatic,4,1,94591.82613057445
BMW,2020,1652,143.0,21.3,Petrol,Manual,5,2,58825.987125056155
Audi,2018,2441,345.0,12.1,Petrol,Automatic,7,3,97253.81674492225
Honda,2004,2877,250.0,,Diesel,Automatic,7,0,84147.63969641775
Kia,2000,3171,89.0,14.7,,Manual,4,0,50319.38125391299
Honda,2024,911,138.0,19.3,CNG,Automatic,5,2,48677.35383127889
BMW,2000,2814,290.0,21.1,Diesel,Manual,4,2,73167.88957712139
Honda,2020,992,365.0,19.4,Diesel,Manual,5,2,84592.05883033422
Maruti,2000,1650,283.0,16.0,CNG,Manual,6,2,67337.54780980611
Toyota,2018,1253,313.0,16.1,Diesel,Manual,7,1,72633.28118654975
Hyundai,2015,3251,,12.8,Diesel,Automatic,4,0,63034.45170021133
Honda,2024,2613,131.0,16.2,Diesel,Manual,4,2,64190.52277492999
Kia,2001,1213,265.0,18.8,Petrol,Manual,7,2,55501.751144330876
Audi,2018,3707,164.0,22.2,,Manual,7,3,64525.36463543976
Audi,2007,3473,60.0,21.5,Petrol,Automatic,4,3,25335.275155717034
Honda,2019,1884,102.0,15.6,Diesel,Automatic,5,3,55910.34859407965
Honda,2015,1070,108.0,23.9,CNG,Manual,4,1,54545.93941803496
BMW,2012,1230,120.0,23.7,Petrol,Automatic,7,0,67621.0164200188
Hyundai,2012,2900,306.0,13.8,CNG,Manual,7,1,63816.030569033064
Ford,2005,1786,142.0,14.5,Diesel,Automatic,5,2,50447.06986505215
Kia,2001,3541,269.0,20.1,Petrol,Manual,6,1,79234.30666819349
Toyota,2006,1385,108.0,13.5,Diesel,Automatic,5,3,48529.247257092604
Hyundai,2017,836,172.0,18.5,Diesel,Manual,4,3,61367.24368306322
Honda,2024,3553,84.0,17.2,Petrol,Automatic,6,2,34187.662262441925
Ford,2011,1788,392.0,25.5,CNG,Manual,6,1,94100.75785548979
Toyota,2001,2756,311.0,22.1,Diesel,Automatic,5,2,83444.73558694852
Audi,2023,3039,333.0,16.9,Diesel,Automatic,4,1,87150.11032056186
Honda,2023,2973,81.0,18.3,Petrol,Automatic,6,0,42545.49918745201
BMW,2020,2984,,14.4,Petrol,Automatic,6,0,82650.77376119694
Toyota,2009,3661,84.0,22.3,Diesel,Automatic,6,2,43875.794866651195
Ford,2009,3726,,19.7,Petrol,Manual,5,0,79014.03505286569
Honda,2001,902,296.0,26.0,Petrol,Automatic,6,0,75159.64016179647
Audi,2006,2870,68.0,20.2,Diesel,Manual,5,2,40014.59956766059
Maruti,2004,3528,217.0,15.1,CNG,Manual,7,0,76671.56229385892
Honda,2013,2905,275.0,15.7,Petrol,Automatic,7,0,75610.71101262084
Ford,2023,2440,126.0,16.1,CNG,Manual,6,1,65794.30174471831
Kia,2023,3291,55.0,,Petrol,Automatic,6,0,49157.8308512622
Ford,2023,3892,393.0,19.2,Petrol,Manual,4,0,85854.80790207708
Maruti,2009,2288,118.0,18.2,Petrol,Manual,5,1,57281.41456995269
Toyota,2017,3075,391.0,27.9,Petrol,Manual,4,3,93445.54960418197
Honda,2022,817,240.0,20.1,Petrol,Manual,7,0,66354.09278206609
Maruti,2011,1959,379.0,22.2,Petrol,Manual,6,3,81736.67387677869
Maruti,2007,2696,102.0,15.8,CNG,Automatic,6,2,62780.286831767036
Ford,2013,3340,338.0,15.0,CNG,Manual,5,3,103081.99882280185
Kia,2022,2120,160.0,23.0,Diesel,Automatic,6,0,41210.2159120037
Hyundai,2011,3328,57.0,18.6,Petrol,Manual,4,2,45096.79953597266
Kia,2020,1387,140.0,14.5,Diesel,Automatic,7,1,77471.49671866099
Kia,2001,2589,383.0,,Diesel,Manual,4,2,103895.85379808437
Honda,2010,2384,,17.8,CNG,Manual,7,0,66054.68446013702
BMW,2002,1324,141.0,19.6,CNG,Automatic,6,2,63731.07505904502
Kia,2016,2963,283.0,13.9,CNG,Manual,6,2,80888.02626536367
Hyundai,2001,3788,121.0,16.1,CNG,Manual,5,3,59709.9594180062
Audi,2009,3452,252.0,22.1,CNG,Manual,7,3,92519.80558264736
Honda,2022,3274,90.0,16.6,Diesel,Automatic,4,2,60205.764562058
Kia,2016,3861,385.0,23.2,,Manual,4,3,71182.48240384835
Toyota,2022,3102,155.0,12.9,Diesel,Automatic,7,2,52773.11467437991
Toyota,2015,2525,,15.9,Diesel,Automatic,4,0,58236.05529142285
Honda,2010,3836,333.0,21.7,Petrol,Automatic,4,0,91894.7015056515
Maruti,2001,3867,237.0,12.1,Diesel,Manual,6,3,76950.91486251014
Maruti,2011,3023,,14.9,Diesel,Automatic,5,2,60677.575185517366
Hyundai,2020,3386,326.0,20.0,Petrol,Manual,6,2,79400.04770726187
BMW,2007,3492,106.0,16.7,Diesel,Manual,6,2,54090.485072187184
BMW,2011,2424,257.0,22.0,CNG,Automatic,4,0,72308.69619900372
Ford,2004,1447,105.0,18.7,Petrol,Manual,7,1,42203.10959986188
Hyundai,2002,1768,94.0,14.5,Diesel,Manual,7,1,32272.80154521938
Audi,2023,1820,123.0,24.3,CNG,Manual,7,3,42066.84333074364
Toyota,2021,1125,100.0,22.5,Petrol,Manual,4,2,59423.31429440394
Kia,2004,1510,299.0,23.2,Diesel,Manual,6,2,56192.38553922963
Kia,2010,1602,80.0,20.7,CNG,Automatic,5,0,39775.61503961872
Hyundai,2010,909,269.0,10.2,Diesel,Automatic,4,3,70197.53744525906
Ford,2007,3816,214.0,25.7,CNG,Automatic,7,0,67253.4855326086
BMW,2002,2817,215.0,14.9,Petrol,Automatic,6,3,50804.26237261858
Hyundai,2006,3451,396.0,19.3,CNG,Manual,4,3,73378.6195470011
Ford,2007,1282,167.0,21.8,Petrol,Manual,4,1,55584.08023810793
Hyundai,2012,1159,331.0,26.4,Diesel,Automatic,5,3,74025.50331455398
Ford,2018,1057,70.0,19.2,Petrol,Automatic,7,2,45981.24179772287
Kia,2020,912,61.0,13.2,Diesel,Automatic,5,2,57035.25888047643
Toyota,2018,3365,191.0,11.3,CNG,Manual,5,0,85854.36062693546
BMW,2010,2647,216.0,12.2,Diesel,Automatic,4,0,84217.32097955717
BMW,2008,2113,354.0,11.9,Petrol,Automatic,5,1,79784.69680065798
BMW,2007,1310,142.0,21.4,Petrol,Manual,6,0,57383.104339586454
Honda,2011,1677,332.0,22.0,Petrol,Manual,5,0,88428.53489100822
Honda,2014,3452,392.0,14.9,Petrol,Manual,5,2,88429.33519881999
Hyundai,2001,2831,274.0,17.9,Diesel,Manual,5,3,68554.12661597025
Honda,2011,1277,155.0,20.1,Petrol,Manual,7,1,68920.28267315068
Kia,2009,1044,125.0,22.4,,Automatic,5,1,55950.20296266288
Hyundai,2008,2910,142.0,19.4,Diesel,Manual,6,1,60589.676498836336
Maruti,2018,888,85.0,22.6,CNG,Automatic,4,2,43254.40617622948
Hyundai,2012,3914,296.0,14.6,Diesel,Automatic,7,1,87157.12348034541
Toyota,2009,3661,247.0,16.8,Petrol,Automatic,7,3,70744.42391920001
Hyundai,2022,2148,292.0,18.2,Petrol,Manual,6,2,54759.09372562758
Toyota,2013,1854,126.0,12.6,Diesel,Automatic,7,0,35522.28926114399
Ford,2008,2674,,13.6,Diesel,Automatic,5,1,55669.98975269302
Kia,2009,2851,149.0,18.5,Petrol,Manual,4,3,70134.38083762699
Toyota,2022,2197,300.0,24.8,Diesel,Manual,6,1,100501.13863613247
Audi,2016,1317,142.0,24.5,CNG,Automatic,7,1,66581.32940111845
Maruti,2007,985,129.0,,Diesel,Automatic,7,3,55170.39838740016
Hyundai,2011,3513,64.0,16.0,Diesel,Automatic,5,1,31880.748609772403
BMW,2014,1582,333.0,23.6,Petrol,Manual,5,1,73032.96490107421
Audi,2020,928,,16.3,CNG,Automatic,7,3,80044.89690957323
Audi,2004,1553,,16.2,CNG,Automatic,5,1,65899.26469280277
Honda,2007,2419,256.0,10.5,Petrol,Manual,6,2,79241.61983024504
BMW,2024,2177,325.0,23.3,CNG,Automatic,5,0,73137.77055611898
BMW,2014,1378,137.0,13.6,Diesel,Automatic,4,2,57146.18099311256
Hyundai,2017,2218,244.0,18.7,Diesel,Automatic,7,0,68890.66922351261
Ford,2014,3210,291.0,26.9,CNG,Automatic,7,0,66674.3484077927
Kia,2009,3156,83.0,20.9,Petrol,Manual,5,1,52655.26792631816
Toyota,2013,2728,261.0,21.9,Diesel,Manual,5,1,76527.10890413956
BMW,2008,1270,289.0,9.0,Diesel,Automatic,6,1,67986.59537890216
Audi,2002,1986,109.0,19.4,Petrol,Automatic,6,2,42091.49536700848
Honda,2023,1885,314.0,,Petrol,Manual,4,1,96092.33977763553
Kia,2001,3838,392.0,,CNG,Manual,6,3,95874.01400567066
Kia,2008,833,352.0,6.9,CNG,Automatic,6,0,102934.74881300717
Toyota,2000,2332,270.0,15.9,CNG,Manual,6,1,74777.23863471666
Toyota,2003,3035,305.0,17.9,CNG,Automatic,6,1,69910.45240489619
BMW,2009,2597,84.0,16.3,Diesel,Automatic,6,1,49696.85099946041
Toyota,2013,3579,382.0,26.4,Diesel,Manual,6,0,83298.97261721315
Maruti,2019,2571,173.0,12.5,Petrol,Manual,4,1,64768.886709075945
Honda,2002,929,58.0,17.9,Petrol,Manual,4,2,49810.13551204794
Audi,2009,2365,143.0,26.5,Diesel,Manual,5,0,50657.80518937281
BMW,2015,2384,396.0,15.7,Diesel,Manual,4,1,100913.84911830972
Honda,2015,3454,63.0,13.0,Diesel,Manual,5,3,48929.84455184828
