Property_ID,Area,Bedrooms,Bathrooms,Square_Feet,Parking,Furnishing_Status,Year_Built,Distance_to_CityCenter,Crime_Rate,Locality_Rating,House_Price
342,Industrial Zone,3.0,2,2322,Yes,Unfurnished,,13.66,58.05,,227317
343,Hilltop,2.0,1,1331,No,Semi-Furnished,,20.92,58.82,,111580
344,Uptown,3.0,2,2599,Yes,Semi-Furnished,1985.0,15.84,58.67,,190673
345,City Outskirts,3.0,5,1071,No,Unfurnished,,17.49,46.15,,248970
346,Uptown,3.0,3,1487,No,Furnished,2001.0,13.23,89.43,,202162
347,Suburb,3.0,3,2039,No,Unfurnished,,9.69,13.16,,238383
348,Uptown,1.0,1,1373,Yes,Unfurnished,,17.69,34.89,2.0,53896
349,Downtown,3.0,2,1931,Yes,Semi-Furnished,,8.03,53.8,,247134
350,Hilltop,3.0,3,1920,No,Unfurnished,,0.98,39.95,,176332
351,Riverside,3.0,3,1706,Yes,Furnished,,15.75,45.87,,150375
352,Riverside,4.0,1,2216,Yes,Unfurnished,,9.23,50.66,,252479
353,City Outskirts,3.0,4,1685,Yes,Unfurnished,1998.0,12.97,45.57,,293702
354,Hilltop,2.0,2,1915,Yes,Semi-Furnished,,3.33,29.31,,163784
355,Industrial Zone,1.0,1,2373,No,Furnished,,21.67,62.41,,116077
356,Suburb,3.0,2,2195,No,Semi-Furnished,,-3.85,62.51,,207720
357,City Outskirts,1.0,2,2193,No,Semi-Furnished,,17.99,73.66,,135039
358,Uptown,3.0,2,1225,Yes,Furnished,,18.69,21.74,,198347
359,Riverside,5.0,1,2062,No,Furnished,2009.0,16.4,61.54,,238541
360,Uptown,3.0,1,1360,No,Unfurnished,,22.2,37.05,,205693
361,Riverside,3.0,3,1159,No,Furnished,,6.76,48.16,,275328
362,Riverside,3.0,1,1764,Yes,Semi-Furnished,,28.73,40.22,,197186
363,Riverside,3.0,2,1347,Yes,Furnished,,8.71,35.64,,237624
364,Hilltop,3.0,2,2195,Yes,Furnished,,19.63,59.33,,192697
365,Industrial Zone,5.0,2,2207,No,Furnished,,27.75,75.2,,235899
366,Industrial Zone,3.0,3,848,No,Semi-Furnished,,13.52,79.59,,187624
367,Industrial Zone,,2,1385,No,Unfurnished,2013.0,9.96,65.54,,209129
368,Downtown,5.0,3,1070,Yes,Unfurnished,,20.56,33.28,,304952
369,Hilltop,2.0,3,1568,No,Semi-Furnished,,10.99,48.05,,160709
370,Uptown,1.0,1,2027,Yes,Unfurnished,,8.96,49.18,,34492
371,Industrial Zone,2.0,1,1678,Yes,Unfurnished,,19.84,57.99,,162228
372,Hilltop,1.0,2,1505,Yes,Semi-Furnished,,20.27,61.02,,12162
373,Industrial Zone,1.0,2,2450,No,Semi-Furnished,,14.79,43.04,,58403
374,City Outskirts,3.0,3,647,Yes,Unfurnished,1997.0,15.46,68.76,,135906
375,Suburb,1.0,2,2418,No,Furnished,,16.17,85.3,,21783
376,City Outskirts,2.0,2,1527,Yes,Unfurnished,,13.66,55.37,,135345
377,Hilltop,4.0,1,1760,No,Furnished,,13.06,41.52,,276023
378,Uptown,1.0,2,1536,Yes,Semi-Furnished,,5.51,66.12,,171661
379,Suburb,4.0,2,2571,No,Furnished,,9.89,66.69,,235344
380,City Outskirts,2.0,2,1184,No,Furnished,,14.94,60.43,,105660
381,Suburb,2.0,2,1805,Yes,Furnished,2021.0,29.76,49.95,,159991
382,Uptown,3.0,1,2063,No,Semi-Furnished,1982.0,6.99,71.08,,198460
383,Riverside,3.0,3,994,No,Unfurnished,,11.53,35.57,,138893
384,Uptown,4.0,4,1340,Yes,Unfurnished,,5.94,49.03,,270393
385,Industrial Zone,4.0,2,1725,Yes,Furnished,,0.45,78.56,,252575
386,Downtown,4.0,2,1356,No,Unfurnished,,24.7,49.68,,200520
387,Suburb,2.0,5,1392,Yes,Semi-Furnished,,18.71,50.41,,106659
388,Uptown,2.0,2,1625,No,Semi-Furnished,,24.49,53.29,,253773
389,Riverside,4.0,2,2124,Yes,Semi-Furnished,,1.83,36.35,,286724
390,Riverside,4.0,1,1628,Yes,Semi-Furnished,,19.42,32.84,,239785
391,Uptown,,3,2339,Yes,Unfurnished,,29.97,41.97,,103567
392,City Outskirts,3.0,1,1301,No,Furnished,,21.71,47.24,,145032
393,Uptown,3.0,5,1174,Yes,Furnished,,18.96,67.62,,208293
394,Riverside,4.0,3,2763,No,Furnished,,9.62,53.94,,239870
395,Uptown,2.0,3,1471,No,Semi-Furnished,2007.0,25.21,72.77,,101050
396,Downtown,5.0,3,1144,Yes,Unfurnished,2005.0,10.49,58.05,,297830
397,City Outskirts,4.0,2,928,Yes,Unfurnished,,18.53,62.98,,187168
398,Uptown,3.0,2,2337,Yes,Unfurnished,,7.73,59.48,,139204
399,Riverside,4.0,4,1629,Yes,Unfurnished,,14.33,73.83,,266042
400,Uptown,4.0,5,1673,Yes,Unfurnished,,21.84,50.89,,197539
401,Industrial Zone,2.0,2,1720,No,Unfurnished,,21.33,51.39,,83968
402,Uptown,5.0,4,2306,Yes,Furnished,,15.12,34.07,,224313
403,Suburb,3.0,2,1710,No,Semi-Furnished,,30.07,63.39,,148425
404,Uptown,4.0,2,2972,No,Furnished,1980.0,13.53,42.65,,133943
405,Downtown,2.0,2,1866,Yes,Unfurnished,,23.02,60.93,,249474
406,Riverside,4.0,2,2330,Yes,Semi-Furnished,2011.0,11.06,52.89,,300066
407,Hilltop,3.0,1,2202,No,Semi-Furnished,,6.29,32.77,,247834
408,Suburb,1.0,2,1781,No,Semi-Furnished,1996.0,13.6,51.45,,10383
409,Hilltop,5.0,2,1506,Yes,Semi-Furnished,,3.23,43.58,,275616
410,Uptown,1.0,2,1965,No,Unfurnished,,17.25,28.56,,16987
411,Industrial Zone,2.0,2,2055,No,Unfurnished,,15.75,55.03,,251647
412,City Outskirts,,0,1513,No,Semi-Furnished,,19.32,75.7,8.0,296896
413,Downtown,,2,1883,Yes,Unfurnished,2011.0,14.9,35.38,,203053
414,Downtown,3.0,2,2418,No,Semi-Furnished,,12.91,9.84,,233522
415,Industrial Zone,3.0,1,2834,No,Unfurnished,,15.53,80.58,,229292
416,Downtown,3.0,1,2227,No,Semi-Furnished,,22.91,25.87,,214965
417,Industrial Zone,2.0,3,2731,Yes,Unfurnished,,22.18,76.5,,242240
418,Suburb,2.0,2,1485,Yes,Furnished,,23.95,69.81,,176718
419,Industrial Zone,3.0,3,2150,No,Furnished,2007.0,-0.8,51.25,,149816
420,Industrial Zone,4.0,1,2469,No,Unfurnished,,22.49,40.37,,203979
421,Uptown,4.0,2,1351,No,Unfurnished,,19.88,67.14,,281536
422,Downtown,4.0,2,3114,Yes,Furnished,,100.0,52.44,,958200
423,Uptown,1.0,2,2668,Yes,Unfurnished,,11.32,77.64,,63193
424,City Outskirts,3.0,1,1312,No,Semi-Furnished,2010.0,12.88,58.09,,246781
425,Industrial Zone,1.0,1,1129,No,Unfurnished,,16.86,76.6,,61226
426,Uptown,3.0,2,2563,No,Unfurnished,,-1.92,62.09,,128840
427,Hilltop,3.0,1,2398,No,Furnished,,-4.16,69.87,,334095
428,Uptown,4.0,0,2016,No,Furnished,,17.19,55.47,,300588
429,Uptown,3.0,2,1777,No,Unfurnished,,6.89,49.16,,192730
430,Industrial Zone,2.0,1,1580,No,Semi-Furnished,,5.63,43.73,,178905
431,Riverside,2.0,1,1940,Yes,Unfurnished,,18.79,36.34,,33023
432,Hilltop,4.0,2,2589,Yes,Semi-Furnished,,3.89,48.31,,223142
433,Suburb,3.0,1,1919,Yes,Semi-Furnished,,19.89,34.97,,130540
434,Industrial Zone,2.0,4,2883,No,Unfurnished,2002.0,8.94,43.88,,138042
435,Uptown,1.0,5,1351,Yes,Semi-Furnished,,8.64,53.5,,180817
436,Downtown,4.0,2,1790,No,Furnished,,17.52,57.93,,278135
437,Industrial Zone,1.0,2,1613,Yes,Semi-Furnished,,6.34,70.56,,224185
438,Riverside,4.0,1,1257,Yes,Semi-Furnished,,27.13,53.81,,146962
439,Uptown,4.0,3,1723,Yes,Semi-Furnished,,14.26,57.28,,197363
440,Riverside,1.0,2,2008,Yes,Furnished,,14.88,46.84,,202943
441,Suburb,1.0,2,2062,Yes,Furnished,,19.43,50.11,,90583
442,Industrial Zone,,2,2885,No,Unfurnished,,22.5,51.15,,228296
443,Riverside,3.0,3,2032,No,Semi-Furnished,,11.33,81.54,,197604
444,Downtown,3.0,2,2375,Yes,Furnished,,19.84,56.35,,211849
445,Uptown,4.0,1,1833,No,Semi-Furnished,,20.26,32.13,,309493
446,Downtown,5.0,3,2639,Yes,Semi-Furnished,,25.27,53.49,,310119
447,Industrial Zone,,2,2999,Yes,Unfurnished,,11.72,37.29,,184896
448,Industrial Zone,4.0,4,2065,Yes,Semi-Furnished,,20.27,40.24,,379443
449,City Outskirts,3.0,1,1303,No,Furnished,,19.0,50.78,,178589
450,Riverside,1.0,3,1525,Yes,Unfurnished,,17.99,56.68,,76535
451,Riverside,4.0,3,1940,Yes,Unfurnished,,-0.48,55.74,,282143
452,Riverside,3.0,1,2028,No,Semi-Furnished,,23.8,39.92,,216290
453,Hilltop,3.0,3,2149,Yes,Semi-Furnished,,22.28,26.98,,170413
454,Industrial Zone,5.0,2,2030,No,Furnished,1998.0,19.62,48.06,,227255
455,Industrial Zone,2.0,4,1803,No,Semi-Furnished,,10.74,49.03,5.0,158310
456,Suburb,3.0,1,1481,No,Furnished,,26.53,48.67,,128376
457,Hilltop,1.0,3,2000,No,Semi-Furnished,,14.59,53.2,,126728
458,Downtown,3.0,2,2727,No,Furnished,,18.41,43.61,,242515
459,Industrial Zone,1.0,5,2309,No,Semi-Furnished,,6.98,63.71,,48428
460,City Outskirts,2.0,2,2067,No,Unfurnished,,12.8,60.08,,203693
461,Suburb,2.0,5,2314,No,Furnished,,15.47,62.34,,144569
462,Suburb,3.0,4,1614,No,Unfurnished,,8.83,72.0,1.0,185444
463,Uptown,4.0,2,1545,No,Unfurnished,,10.38,57.12,,212889
464,Industrial Zone,3.0,3,1426,No,Unfurnished,,18.75,50.8,,205320
465,City Outskirts,,10,1737,No,Unfurnished,,22.32,48.5,1.0,214967
466,Industrial Zone,3.0,2,1588,No,Furnished,,4.8,60.55,,138541
467,Riverside,2.0,2,2404,No,Semi-Furnished,,31.07,51.15,,185168
468,Hilltop,4.0,2,1562,No,Unfurnished,,8.94,22.54,,242682
469,Riverside,2.0,2,1398,No,Semi-Furnished,,7.75,41.08,,88429
470,Industrial Zone,,1,2771,No,Furnished,1988.0,25.71,72.16,,207094
471,Uptown,1.0,2,1574,Yes,Semi-Furnished,,19.83,22.12,,72152
472,Hilltop,,2,1876,Yes,Furnished,,21.8,55.16,,254244
473,Riverside,1.0,2,2025,No,Semi-Furnished,,9.09,58.22,,113990
474,Downtown,4.0,1,1231,No,Furnished,1980.0,18.16,48.7,,312572
475,Riverside,3.0,4,2417,Yes,Furnished,,32.89,39.9,,119168
476,Industrial Zone,,3,2118,Yes,Semi-Furnished,,9.03,34.1,,208113
477,Hilltop,1.0,1,2579,No,Unfurnished,,20.12,52.84,,77668
478,Downtown,3.0,3,1460,No,Unfurnished,,9.58,45.34,,130250
479,Uptown,,3,1849,Yes,Semi-Furnished,,7.69,73.14,,150118
480,Uptown,3.0,5,1819,No,Unfurnished,,13.26,57.18,,227458
481,Downtown,3.0,1,1931,Yes,Unfurnished,,14.79,44.08,,213101
482,Hilltop,3.0,2,1072,No,Furnished,,13.82,54.46,,251059
483,Hilltop,3.0,4,1855,Yes,Semi-Furnished,,14.5,39.85,,157394
484,Riverside,3.0,4,1086,No,Unfurnished,,30.41,47.24,2.0,195823
485,Uptown,3.0,3,1979,No,Unfurnished,,26.95,23.29,,215168
486,Uptown,5.0,3,735,Yes,Unfurnished,,16.22,44.62,,248172
487,Downtown,1.0,1,874,No,Semi-Furnished,2002.0,15.67,58.17,,119461
488,Uptown,2.0,2,2209,Yes,Unfurnished,,25.16,47.47,,139971
489,Industrial Zone,,2,1526,Yes,Unfurnished,,20.15,63.39,,192340
490,Riverside,4.0,1,1306,Yes,Unfurnished,,16.86,68.99,,295341
491,Uptown,3.0,3,2435,No,Furnished,,30.73,60.77,,189540
492,Downtown,3.0,1,1963,Yes,Semi-Furnished,2004.0,8.96,79.86,,216633
493,Riverside,2.0,2,2236,No,Unfurnished,,14.91,65.53,,219809
494,City Outskirts,2.0,4,1716,Yes,Furnished,1998.0,14.04,50.53,,131573
495,Downtown,3.0,1,3139,Yes,Semi-Furnished,,18.28,46.95,,192737
496,City Outskirts,3.0,5,1497,Yes,Furnished,,7.6,43.88,7.0,238266
497,Uptown,3.0,10,2672,Yes,Furnished,,18.3,39.36,,252900
498,Riverside,1.0,2,1769,No,Semi-Furnished,2014.0,13.09,54.97,,90563
499,Uptown,,1,972,No,Unfurnished,,22.25,44.52,,320367
500,Riverside,,2,2041,No,Unfurnished,2002.0,12.81,29.88,,192366
501,Suburb,3.0,2,1957,No,Furnished,,11.0,61.97,,298895
502,Uptown,3.0,2,1274,No,Semi-Furnished,,19.84,41.28,,291831
503,Uptown,2.0,2,1338,No,Semi-Furnished,,15.79,27.39,3.0,256212
504,Uptown,4.0,5,1787,Yes,Unfurnished,,13.19,66.75,,217018
505,Hilltop,3.0,1,1974,No,Furnished,,13.63,67.29,,252320
506,Downtown,2.0,3,564,No,Unfurnished,,11.62,32.85,,164626
507,Hilltop,5.0,1,2326,No,Semi-Furnished,,29.43,41.96,,219248
508,Riverside,4.0,2,1552,No,Semi-Furnished,,18.84,37.93,,267906
509,Riverside,5.0,4,1134,No,Unfurnished,,20.38,40.36,,366587
510,Riverside,4.0,2,2270,No,Unfurnished,2022.0,18.65,18.85,,252004
511,Downtown,3.0,1,1788,Yes,Semi-Furnished,,16.97,43.72,,210177
512,Riverside,3.0,3,2408,Yes,Furnished,,12.07,44.33,,226583
513,Hilltop,5.0,3,2018,No,Semi-Furnished,1992.0,10.16,73.7,,245612
514,Industrial Zone,4.0,3,1799,Yes,Furnished,1990.0,12.04,52.11,6.0,170453
515,Hilltop,1.0,2,1723,No,Unfurnished,,19.62,41.89,,49489
516,Industrial Zone,1.0,2,2041,Yes,Unfurnished,,11.97,53.32,,156418
517,Uptown,3.0,5,1593,No,Furnished,,24.07,29.75,,197612
518,City Outskirts,4.0,4,1373,Yes,Semi-Furnished,,26.86,51.15,,230066
519,Industrial Zone,,2,2104,Yes,Semi-Furnished,1998.0,2.89,40.06,,149022
520,Suburb,2.0,3,1727,No,Furnished,,26.22,51.91,,272786
521,Riverside,3.0,2,1816,No,Furnished,1988.0,7.23,56.92,,107299
522,Downtown,3.0,2,2344,Yes,Furnished,,13.17,41.72,,127760
523,Industrial Zone,,1,1743,No,Furnished,2004.0,16.05,54.08,,157426
524,Downtown,4.0,2,1807,No,Semi-Furnished,,0.41,39.63,,291450
525,Riverside,4.0,2,1500,No,Unfurnished,,10.2,34.16,6.0,290674
526,City Outskirts,3.0,1,2015,No,Semi-Furnished,,16.19,63.74,,138825
527,Hilltop,3.0,2,1974,No,Furnished,,6.45,65.42,,175467
528,Riverside,2.0,3,2250,No,Semi-Furnished,2001.0,6.16,53.1,,202734
529,Downtown,1.0,3,1510,Yes,Furnished,,27.99,61.72,,125884
530,Suburb,4.0,3,6284,No,Furnished,2015.0,100.0,26.81,,1136660
531,City Outskirts,4.0,4,2196,No,Furnished,,22.08,62.33,,250310
532,Riverside,,1,1926,Yes,Furnished,,28.51,71.4,3.0,208659
533,Industrial Zone,,2,1346,Yes,Semi-Furnished,1980.0,20.69,59.06,,207316
534,Suburb,3.0,3,2453,Yes,Furnished,,11.5,48.09,,265733
535,Riverside,4.0,2,950,No,Semi-Furnished,,10.84,29.99,,327958
536,City Outskirts,5.0,2,2192,Yes,Semi-Furnished,,18.75,58.15,,347971
537,Downtown,4.0,1,1167,Yes,Unfurnished,,19.87,58.34,,281521
538,Hilltop,2.0,4,2742,Yes,Semi-Furnished,,16.86,66.38,,249812
539,Industrial Zone,3.0,2,1027,Yes,Unfurnished,,20.39,45.14,,203935
540,Hilltop,2.0,4,2376,Yes,Unfurnished,,14.18,41.45,,132965
541,City Outskirts,,2,1759,Yes,Unfurnished,,15.1,38.59,,147914
542,Uptown,3.0,3,1616,Yes,Semi-Furnished,,12.05,36.12,,162505
543,Hilltop,2.0,3,1892,Yes,Unfurnished,,8.94,57.39,,113553
544,Riverside,3.0,3,2115,No,Furnished,,8.79,49.47,,329426
545,Suburb,3.0,2,1347,No,Semi-Furnished,,12.42,57.01,,173928
546,Suburb,3.0,2,1392,Yes,Furnished,,20.16,52.3,,249616
547,Industrial Zone,2.0,3,2124,No,Semi-Furnished,,15.24,43.78,,124227
548,Hilltop,3.0,2,946,No,Unfurnished,1997.0,12.06,36.9,,247660
549,City Outskirts,3.0,2,1507,No,Unfurnished,,13.19,69.87,,156097
550,Industrial Zone,4.0,1,3320,Yes,Semi-Furnished,,2.3,53.37,9.0,274934
551,City Outskirts,3.0,4,1315,Yes,Unfurnished,2019.0,11.28,67.77,,132119
552,City Outskirts,4.0,1,2373,No,Furnished,,20.32,57.12,,243167
553,Suburb,3.0,3,1507,Yes,Furnished,,6.91,44.52,,281840
554,Downtown,3.0,2,2054,No,Unfurnished,,4.06,43.81,,217526
555,Suburb,4.0,2,2127,Yes,Semi-Furnished,,6.41,37.98,,229220
556,Downtown,3.0,3,2364,No,Semi-Furnished,,11.55,69.06,,163615
557,Industrial Zone,2.0,1,1699,Yes,Furnished,,14.56,71.04,,145048
558,Industrial Zone,1.0,2,2794,Yes,Unfurnished,,16.62,45.39,,75577
559,Industrial Zone,4.0,3,1505,No,Unfurnished,,19.93,59.93,,217110
560,City Outskirts,3.0,3,1917,No,Furnished,,13.29,44.72,,191412
561,Uptown,4.0,1,1922,No,Semi-Furnished,,20.1,27.72,,223254
562,Suburb,2.0,4,1239,No,Unfurnished,,6.64,41.45,,227282
563,City Outskirts,2.0,3,1657,Yes,Semi-Furnished,,23.41,60.93,,228041
564,Suburb,1.0,4,1880,Yes,Semi-Furnished,,17.51,65.19,,94048
565,City Outskirts,3.0,2,1583,No,Furnished,,0.95,49.95,,176433
566,Suburb,3.0,2,3020,No,Semi-Furnished,2018.0,15.75,39.75,,151804
567,Riverside,3.0,4,1380,Yes,Furnished,,31.22,33.1,,139434
568,Suburb,3.0,4,2389,Yes,Unfurnished,,29.35,45.26,,242910
569,Riverside,5.0,2,2228,Yes,Semi-Furnished,,14.87,46.32,,208452
570,Downtown,2.0,2,1793,Yes,Furnished,1984.0,19.18,46.25,,18956
571,Suburb,3.0,2,1367,No,Furnished,,7.22,32.42,,259033
572,Downtown,4.0,2,1415,No,Semi-Furnished,,6.05,55.33,,263870
573,Uptown,3.0,2,1541,Yes,Furnished,1980.0,13.68,51.49,,176674
574,Hilltop,3.0,2,907,Yes,Unfurnished,,11.59,45.8,,246716
575,Hilltop,4.0,4,1298,No,Semi-Furnished,1987.0,16.04,50.04,,192987
576,Riverside,5.0,1,1058,No,Unfurnished,,19.4,57.99,,291000
577,Suburb,2.0,3,2472,Yes,Furnished,,19.14,58.3,,178403
578,Hilltop,5.0,1,2109,No,Unfurnished,,22.14,68.91,,330376
579,Downtown,3.0,2,2192,No,Furnished,,18.55,69.13,,232549
580,Hilltop,2.0,1,2094,Yes,Furnished,2013.0,22.9,57.74,,101045
581,Hilltop,3.0,2,1883,No,Unfurnished,2001.0,22.2,47.6,,223615
582,City Outskirts,,3,2530,Yes,Semi-Furnished,,13.65,40.32,,344579
583,Hilltop,3.0,4,1494,Yes,Semi-Furnished,,0.67,62.88,,221895
584,Downtown,2.0,2,1853,Yes,Semi-Furnished,,6.45,32.25,,108877
585,Hilltop,3.0,2,2173,No,Unfurnished,,19.12,51.29,,158684
586,Suburb,2.0,2,1139,No,Unfurnished,,16.17,35.99,,99430
587,Hilltop,1.0,4,3348,No,Unfurnished,2018.0,29.3,64.65,,23399
588,Uptown,2.0,3,1814,Yes,Unfurnished,,3.97,62.14,7.0,199021
589,Hilltop,2.0,2,1870,No,Semi-Furnished,,21.24,50.45,,142179
590,Riverside,2.0,3,2428,No,Semi-Furnished,,14.88,93.48,,117134
591,City Outskirts,2.0,3,2257,Yes,Furnished,1998.0,9.36,38.87,,146148
592,Industrial Zone,3.0,1,1819,No,Unfurnished,,27.39,56.71,,175322
593,Downtown,2.0,2,1865,No,Semi-Furnished,1980.0,7.34,58.32,,217731
594,Hilltop,2.0,4,1047,Yes,Semi-Furnished,,17.38,53.58,,146828
595,Hilltop,4.0,3,1521,No,Semi-Furnished,,23.75,45.84,8.0,195017
596,Suburb,3.0,2,2058,No,Semi-Furnished,,9.15,51.68,,264138
597,Industrial Zone,3.0,2,2021,No,Semi-Furnished,,2.15,76.7,,215970
598,Suburb,2.0,2,2410,No,Semi-Furnished,,19.32,50.71,,56074
599,Riverside,2.0,2,1739,No,Unfurnished,,22.97,59.8,,157214
600,Industrial Zone,1.0,3,1106,No,Furnished,1999.0,11.46,25.9,,97071
601,City Outskirts,2.0,2,2328,Yes,Furnished,,3.96,47.83,,125712
602,Downtown,2.0,3,2518,Yes,Unfurnished,,16.73,84.29,,94520
603,Downtown,2.0,4,2249,Yes,Semi-Furnished,,12.94,42.47,8.0,101796
604,Downtown,1.0,1,1718,No,Unfurnished,2022.0,1.97,41.68,,130502
605,Riverside,2.0,2,2322,Yes,Semi-Furnished,1984.0,19.06,76.06,,155727
606,Riverside,3.0,2,3514,Yes,Semi-Furnished,,10.0,40.88,,269346
607,Hilltop,2.0,3,1857,Yes,Semi-Furnished,,19.28,39.1,,126139
608,City Outskirts,3.0,2,1144,No,Semi-Furnished,,31.1,60.56,,198314
609,Downtown,3.0,3,1506,Yes,Semi-Furnished,,14.78,85.7,,132687
610,Downtown,3.0,4,2112,No,Unfurnished,,15.59,63.8,8.0,248459
611,Hilltop,1.0,2,997,Yes,Unfurnished,,15.84,51.06,,202821
612,City Outskirts,4.0,4,1884,Yes,Furnished,,14.28,70.17,,209833
613,Industrial Zone,3.0,10,1990,Yes,Semi-Furnished,,6.84,47.14,,275613
614,City Outskirts,1.0,1,2567,Yes,Unfurnished,,17.17,42.49,,46549
615,City Outskirts,4.0,2,2455,No,Unfurnished,,11.04,72.48,,253407
616,Suburb,5.0,5,2232,Yes,Semi-Furnished,,11.87,69.89,,253808
617,City Outskirts,1.0,5,718,Yes,Semi-Furnished,,9.86,44.61,,111003
618,Uptown,2.0,1,2260,Yes,Unfurnished,,18.19,65.61,,137935
619,Riverside,4.0,1,2152,No,Semi-Furnished,1998.0,9.52,69.55,,288733
620,City Outskirts,4.0,1,1927,Yes,Unfurnished,,17.67,47.72,,324109
621,Suburb,2.0,10,934,Yes,Furnished,,18.46,52.48,,213944
622,Industrial Zone,2.0,1,1411,No,Semi-Furnished,,15.44,32.22,,113655
623,Uptown,3.0,2,1216,No,Furnished,,5.14,49.82,,264013
624,Suburb,3.0,3,792,Yes,Furnished,,10.77,41.18,,257360
625,Suburb,3.0,1,1798,Yes,Furnished,,14.4,46.93,,259804
626,Hilltop,3.0,3,1401,Yes,Semi-Furnished,,5.78,30.28,,183828
627,Suburb,3.0,2,3112,Yes,Furnished,,17.19,69.7,,247265
628,Suburb,4.0,4,1715,No,Unfurnished,,25.05,66.27,,255016
629,Downtown,1.0,2,2446,Yes,Unfurnished,,18.54,69.68,,239442
630,Riverside,2.0,3,1015,Yes,Semi-Furnished,,6.35,50.59,,171497
631,Hilltop,4.0,3,1534,Yes,Semi-Furnished,,31.99,45.33,,278170
632,Hilltop,4.0,2,1848,No,Furnished,,11.34,54.57,9.0,249797
633,Downtown,3.0,1,1345,No,Semi-Furnished,,16.77,55.57,,208271
634,Uptown,3.0,2,1588,Yes,Unfurnished,,10.24,72.41,,295011
635,Downtown,2.0,2,1691,No,Unfurnished,,16.47,52.76,,109413
636,Hilltop,3.0,3,1683,Yes,Unfurnished,,24.66,51.73,,248821
637,Uptown,3.0,3,2727,Yes,Semi-Furnished,,7.5,62.0,,181053
638,Hilltop,2.0,2,1989,No,Unfurnished,,11.71,22.11,2.0,58504
639,City Outskirts,2.0,3,2039,No,Semi-Furnished,,16.16,72.37,,123777
640,Uptown,3.0,3,2069,No,Furnished,,2.92,61.39,,233125
641,Hilltop,1.0,3,2106,Yes,Unfurnished,,20.76,56.95,,121206
642,Downtown,2.0,2,1758,No,Furnished,2009.0,9.93,59.58,,87601
643,Hilltop,2.0,2,1639,Yes,Unfurnished,,15.34,64.0,,244751
644,Downtown,2.0,2,1883,No,Unfurnished,,7.28,89.82,,104249
645,Uptown,2.0,2,2378,Yes,Unfurnished,,7.01,44.68,,115668
646,Downtown,4.0,2,2363,Yes,Furnished,,14.91,67.37,,202136
647,Uptown,3.0,2,1679,Yes,Unfurnished,1990.0,25.9,56.6,,169398
648,Suburb,3.0,1,2183,No,Furnished,,8.31,38.61,,252609
649,Riverside,4.0,3,1702,No,Semi-Furnished,,21.4,67.44,,277500
650,Industrial Zone,3.0,2,1816,No,Unfurnished,,24.17,55.69,,166568
651,Uptown,1.0,1,1563,Yes,Unfurnished,,21.84,56.03,,124323
652,Industrial Zone,3.0,2,1709,No,Furnished,,13.8,53.95,,203603
653,Industrial Zone,3.0,2,2470,No,Unfurnished,,16.66,57.31,,218719
654,Suburb,4.0,2,1846,No,Semi-Furnished,,25.7,63.33,,147162
655,Suburb,3.0,2,1867,No,Unfurnished,2018.0,21.65,44.09,,228819
656,Suburb,2.0,2,1076,Yes,Semi-Furnished,,15.15,49.58,,83656
657,Industrial Zone,2.0,2,1645,No,Semi-Furnished,,6.79,66.48,,49813
658,Suburb,3.0,2,1679,Yes,Unfurnished,,27.85,36.06,,174352
659,Uptown,3.0,1,1385,Yes,Unfurnished,,15.82,66.58,,247253
660,Industrial Zone,3.0,4,1810,Yes,Semi-Furnished,,11.18,50.74,,253152
661,Industrial Zone,3.0,2,1585,Yes,Semi-Furnished,,18.69,66.52,,112039
662,Downtown,,2,1839,Yes,Semi-Furnished,,0.26,58.84,,97572
663,Suburb,3.0,1,1860,No,Unfurnished,,19.86,44.18,,203639
664,City Outskirts,2.0,2,1322,No,Furnished,,19.26,44.15,,200737
665,Suburb,2.0,2,1600,Yes,Unfurnished,,17.46,40.46,,239121
666,Downtown,2.0,2,1838,No,Furnished,,21.58,33.47,,182882
667,Downtown,2.0,3,2392,Yes,Furnished,,16.97,52.55,,154083
668,Riverside,2.0,1,1928,Yes,Unfurnished,,19.19,53.76,,113176
669,Riverside,2.0,2,1469,Yes,Furnished,,19.77,60.22,,94392
670,Industrial Zone,2.0,3,1999,Yes,Semi-Furnished,,22.3,46.69,,129873
671,Suburb,2.0,4,2653,No,Unfurnished,,12.71,59.8,,126186
672,Suburb,4.0,1,2258,Yes,Furnished,,18.08,67.51,,348295
673,Hilltop,1.0,2,2073,No,Semi-Furnished,,11.78,79.19,,142649
674,Industrial Zone,3.0,2,2162,No,Furnished,1984.0,17.19,37.79,,143255
675,Hilltop,3.0,1,2519,No,Furnished,,14.87,70.56,,191415
676,Riverside,,2,2337,No,Semi-Furnished,,8.69,56.8,,311806
677,Suburb,2.0,1,2083,Yes,Semi-Furnished,,18.95,55.73,,183715
678,Hilltop,3.0,3,2334,No,Unfurnished,,2.56,45.92,,196991
679,City Outskirts,,2,1259,Yes,Furnished,,7.33,69.18,,259599
680,Uptown,4.0,1,1048,No,Unfurnished,,19.99,55.75,,337310
681,Riverside,4.0,1,1878,Yes,Unfurnished,,10.34,32.81,,253236
682,Riverside,2.0,3,1834,Yes,Furnished,,18.71,25.72,,59221
683,Downtown,2.0,1,1528,No,Furnished,,31.07,52.5,,194238
684,Suburb,3.0,3,2212,No,Unfurnished,,0.39,58.98,,261977
